"name,""Actor"",""Gender"",""Hair"",""Age"",""Occupation"",""Family"",""First Appearance"",""Last Appearance"",""Cause of Death"",""Cause of Death"",""Status"",""Series Lifespan"",""Ethnicity"""
"Dr. Stevens,""Donzaleigh Abernathy"",""Female"",""Black"",""Late 30s to early 40s"",""Woodbury Doctor Assumed Woodbury Soldier (Post-Apocalypse"",""Unknown"",""""""Walk With Me"""""",""""""Made to Suffer"""""",""Hounded"",""Killed by Philip Blake"",""Dead"",""	    """"Walk With Me"""" to """"Made to Suffer"",""African-American"""
"Eileen,""Meaghan Caddy"",""Female"",""Blonde"",""Early to mid 20's"",""Assumed Woodbury Soldier (Post-Apocalypse"","" - HusbandUnborn - Child   "",""""""Walk With Me"""""",""""""The Suicide King"",""How It's Gotta Be"",""Killed by The Governor"",""Dead"",""	    """"Walk With Me"""" to """"The Suicide King"""""",""Caucasian-American"""
"Paul,""E. Roger Mitchell"",""Male"",""Black"",""Early to mid 40's"",""Woodbury Soldier "",""Unknown"",""""""The Suicide King"""""",""""""Live Bait"""" "",""How It's Gotta Be"",""Shot by Philip Blake"",""Dead"",""	    """"The Suicide King"""" to """"Welcome to the Tombs"""""",""African-American"""
"Jody,""Tanner Holland"",""Male"",""Brown"",""Mid to late teens"",""Assumed high school student   Woodbury Soldier "",""Unknown"",""""""Welcome to the Tombs"""""",""""""Welcome to the Tombs"""""",""How It's Gotta Be"",""Shot in the head by Carl Grimes"",""Dead"","""",""Caucasian-American"""
"Haley,""Alexa Nikolas"",""Female"",""Brown"",""Late teens to early 20s"",""College Student Woodbury Guard "","" - Father  - Brother  "",""""""Hounded"""""",""""""The Suicide King"""""",""How It's Gotta Be"",""Shot in the chest by Maggie."",""Dead"",""	    """"Hounded"""" to """"The Suicide King"""""",""Caucasian-American"""
"Warren,""Philip Dido"",""Male"",""Dark Brown"",""Early to mid 30's"",""Woodbury Guard "",""Unknown"",""""""Made to Suffer"""""",""""""Made to Suffer"""""",""Indifference"",""Stabbed in the throat by Maggie Greene"",""Dead"","""",""Caucasian-American"""
"Gargulio,""Dave Randolph-Mayhem Davis"",""Male"",""Dark Brown"",""Late teens to early 20s"",""Woodbury Guard "",""Unknown"",""""""Hounded"""""",""""""Hounded"""""",""Infected"",""Shot in the head by Merle Dixon."",""Dead"","""",""Italian-American"""
"Crowley,""Arthur Bridgers"",""Male"",""Dark Brown"",""Early to mid 30s"",""Woodbury Guard "",""Unknown"",""""""Walk With Me"""""",""""""Hounded"""""",""Infected"",""Decapitated by Michonne Stabbed in the head by Gargulio "",""Dead"",""	    """"Walk With Me"""" to """"Hounded"""""",""Caucasian-American"""
"Philip Blake,""David Morrissey"",""Male"",""Graying Brown"",""Mid to Late 40s"",""Middle-Management Employee Former Leader of Woodbury Supply runner for Martinez's Camp Former Leader of the River Camp "",""Mrs. Blake - Former Wife  Penny Blake - Daughter   Andrea - Ex-Girlfriend   Lilly Chambler - Ex-Girlfriend      - Brother[1] - Father"",""""""Walk With Me"""""",""""""What Happened and What's Going On"""" "",""Infected"",""Stabbed through the back by Michonne Shot in the head by Lilly Chambler."",""Dead"",""	    """"Walk With Me"""" to """"Too Far Gone"""""",""Caucasian-American"""
"Penny Blake,""Kylie SzymanskiSavana Wehunt "",""Female"",""Brown"",""11-12"",""School Student "",""Philip Blake - Father Mrs. Blake - Mother  - Uncle"",""""""Walk With Me"""" "",""""""Live Bait"""" "",""Infected"",""Infection Stabbed in the head by Michonne "",""Dead"","""",""Caucasian-American"""
"Mrs. Blake,""Denise Huth"",""Female"",""Blonde"",""Mid to late 30s"",""Unknown"",""Philip Blake - Former Husband  Penny Blake - Daughter "",""""""Walk With Me""""  "",""""""Live Bait""""  "",""Infected"",""Car accident"",""Dead"","""","""""
"Mrs. Richards,""Leola Williams"",""Female"",""Black"",""Late 60's to early 70's"",""Unknown"",""Mr. Richards - Husband "",""""""Walk With Me"""""",""""""Too Far Gone"""""",""Infected"",""Devoured by walkers or shot by the Governor's militia"",""Dead"",""	    """"Walk With Me"""" to """"Too Far Gone"""""",""African-American"""
"Mr. Richards,""Rob Fitts"",""Male"",""White"",""Mid 60s to early 70s"","""",""Mrs. Richards - Wife "",""""""Made to Suffer"""""",""""""Infected"""""",""Inmates"",""Bitten by a walker    Stabbed in the head by Glenn Rhee "",""Dead"","""",""Caucasian-American"""
"Richard Foster,""Greg Tresan"",""Male"",""Gray"",""Early to mid 50s"",""Unknown "",""Mrs. Foster - Former Wife Unnamed - Daughter "",""""""Walk With Me"""""",""""""The Suicide King"""""",""Inmates"",""Bitten by walkers Shot by The Governor "",""Dead"",""	    """"Walk With Me"""" to """"The Suicide King"""""",""Caucasian-American"""
"Mrs. Foster,""Carol Lane Tresan"",""Female"",""Brown"",""Early to mid 30s"",""Assumed Woodbury Soldier (Post-Apocalypse "",""Richard Foster - Former Husband  - Daughter "",""""""Walk With Me"""""",""""""Say the Word"""""",""Internment"","""",""Dead"",""	    """"Walk With Me"""" to """"Say the Word"""""",""Caucasian-American"""
"Michael Coleman,""Peter Kulas"",""Male"",""White Gray"",""Mid 60s to 70s"",""Unknown"",""Betty Coleman - Wife Michael Coleman Jr. - Son Emily Coleman - Daughter "",""""""When the Dead Come Knocking"""""",""""""When the Dead Come Knocking"""""",""Internment"",""Prostate cancer Stabbed in the head by Andrea "",""Dead"","""",""Caucasian-American"""
"Betty Coleman,""Debi Hett-Kimsey"",""Female"",""White"",""Late 60s to early 70s"",""Assumed Woodbury Soldier (Post-Apocalypse"",""Michael Coleman - Former Husband Michael Coleman Jr. - Son Emily Coleman - Daughter "",""""""When the Dead Come Knocking"""" "",""""""The Suicide King"""""",""Internment"",""Killed by Philip Blake"",""Dead"",""	    """"When the Dead Come Knocking"""" to """"Welcome to the Tombs"""""",""Caucasian-American"""
"Emily Coleman,""Unknown"",""Female"",""Brown"",""Late 20s to early 30s"",""Unknown"",""Michael Coleman - Father Betty Coleman - Mother  Michael Coleman Jr. - Brother "",""""""When the Dead Come Knocking""""  "",""""""When the Dead Come Knocking""""  "",""JSS"",""Unknown"",""Dead"","""",""Caucasian-American"""
"Sasha Williams,""Sonequa Martin-Green"",""Female"",""Dark brown"",""Early 30s"",""Firefighter Former Woodbury Guard Former Prison Council Member Former Supply runner for the prison  Former Guard and Marksman for the Alexandria Safe-Zone "",""Tyreese Williams - Brother   Bob Stookey - Former Boyfriend Abraham Ford - Former Boyfriend "",""""""Made to Suffer"""""",""""""What Comes After"""" "",""JSS"",""Suicide via ingestion of a cyanide tablet. Stabbed in the head by Maggie Rhee. "",""Dead"",""	    """"Made to Suffer"""" to """"The First Day of the Rest of Your Life"""""",""African-American"""
"Tyreese Williams,""Chad Coleman"",""Male"",""Black"",""Late 30s to early 40s"",""Ex-NFL Player [1]Former Woodbury Guard Former Supply runner for the prison  "",""Sasha Williams - Sister Karen - Former Girlfriend "",""""""Made to Suffer"""""",""""""What Comes After"""" "",""JSS"",""Bitten by Noah's zombified brother and later dies from blood loss Put down by Michonne "",""Dead"",""	    """"Made to Suffer"""" to """"What Happened and What's Going On"""""",""African-American"""
"Allen,""Daniel Thomas May"",""Male"",""Brown"",""Late 30s"",""Woodbury Soldier "",""Donna - Former Wife Ben - Son "",""""""Made to Suffer"""""",""""""Live Bait"""" "",""JSS"",""Shot in the head by The Governor"",""Dead"",""	    """"Made to Suffer"""" to """"Welcome to the Tombs"""""",""Caucasian-American"""
"Ben,""Tyler Chase"",""Male"",""Black"",""17"",""Assumed High-School Student   Woodbury Soldier "",""Allen - Father  Donna - Mother "",""""""Made to Suffer"""""",""""""This Sorrowful Life"""""",""JSS"",""Accidentally shot in the shoulder by Merle Dixon."",""Dead"",""	    """"Made to Suffer"""" to """"This Sorrowful Life"""""",""Caucasian-American"""
"Donna,""Cherie Dvorak"",""Female"",""Brown"",""Mid to late 30s"",""Unknown"",""Allen - Former Husband Ben - Son "",""""""Made to Suffer"""""",""""""The Suicide King""""   "",""JSS"",""Bitten by a walker Put down by Tyreese Williams "",""Dead"","""",""Caucasian-American"""
"Bob Stookey,""Lawrence Gilliard Jr."",""Male"",""Black"",""Early to mid 30s"",""Army Medic "",""Sasha Williams - Former Girlfriend "",""""""30 Days Without An Accident"""""",""""""The Day Will Come When You Won't Be"""" "",""JSS"",""Bitten on the right shoulder by a walker. Stabbed in the head by Tyreese Williams. "",""Dead"",""	    """"30 Days Without An Accident"""" to """"Four Walls and a Roof"""""",""African-American"""
"Julio,""Santiago Cirilo"",""Male"",""Black"",""Mid 30s"",""Mechanic "",""Unknown"",""""""Internment"""""",""""""Too Far Gone"""""",""JSS"",""Shot in the back by the Governor's militia"",""Dead"",""	    """"Internment"""" to """"Too Far Gone"""""",""Hispanic-American"""
"Noris,""Jan Harrelson"",""Male"",""Brown"",""Early 40s"",""Unknown"","" - Son "",""""""Infected"""""",""""""Internment"""""",""JSS"",""Bitten by his undead son Shot in the head by Maggie Greene "",""Dead"",""	    """"Infected"""" to """"Internment"""""",""Caucasian-American"""
"Caleb Subramanian,""Sunkrish Bala"",""Male"",""Black"",""Early 30s"",""Doctor   "",""Unknown"",""""""30 Days Without An Accident"""""",""""""Internment"""""",""JSS"",""The flu     Stabbed in the head by Hershel   "",""Dead"",""	    """"30 Days Without An Accident"""" to """"Internment"""""",""Indian-American"""
"David,""Brandon Carroll"",""Male"",""Brown"",""Late 20s to early 30s"",""Former guard for the Prison  "",""Unknown"",""""""30 Days Without An Accident"""""",""""""Consumed"""" "",""JSS"",""Stabbed in the head and then later burned by Carol Peletier"",""Dead"",""	    """"30 Days Without An Accident"""" to """"Infected"""""",""Caucasian-American"""
"Chloe,""Jilian McLendon"",""Female"",""Brown"",""Mid 20s"",""Former guard for the Prison  "",""Unknown"",""""""30 Days Without An Accident"""""",""""""A"""" "",""JSS"",""Bitten on the neck by a walker Put down by Glenn Rhee "",""Dead"",""	    """"30 Days Without An Accident"""" to """"Infected"""""",""Caucasian-American"""
"Charlie,""Royce Beggs"",""Male"",""Brown"",""Possibly Mid 20's to early 30's"",""Unknown"",""Unknown"",""""""Infected"""" "",""""""Infected"""" "",""JSS"",""The Flu Stabbed in the head by Rick Grimes "",""Dead"","""",""Caucasian-American"""
"Patrick,""Vincent Martella"",""Male"",""Brown"",""15-17"",""High school student "",""Unknown"",""""""30 Days Without An Accident"""""",""""""A"""" "",""JSS"",""Succumbed to the flu Shot in the head by Daryl Dixon "",""Dead"","""",""Caucasian-American"""
"Zach,""Kyle Gallner"",""Male"",""Brown"",""Late teens to early 20s"",""College Student Supply runner for the prison "",""Beth Greene - Former Girlfriend "",""""""30 Days Without An Accident"""""",""""""A"""" "",""JSS"",""Bitten by a walker and crushed to death by a helicopter."",""Dead"","""",""Caucasian-American"""
"Lizzie Samuels,""Brighton Sharbino"",""Female"",""Dirty Blonde"",""12"",""Assumed Grade  School Student "",""Ryan Samuels - Father Mika Samuels - Sister Carol Peletier - Adoptive Mother     - Mother "",""""""30 Days Without An Accident"""""",""""""What Comes After"""" "",""JSS"",""Shot in the back of the head by Carol Peletier"",""Dead"",""	    """"30 Days Without An Accident""""  to """"The Grove"""""",""Caucasian-American"""
"Mika Samuels,""Kyla Kenedy"",""Female"",""Blonde"",""10"",""Elementary school student "",""Ryan Samuels - Father Lizzie Samuels - Sister  - Mother Carol Peletier - Adoptive Mother"",""""""30 Days Without An Accident"""""",""""""What Comes After"""" "",""JSS"",""Stabbed in the stomach by Lizzie Samuels Put down by Carol Peletier "",""Dead"",""	    """"30 Days Without An Accident"""" to """"The Grove"""""",""Caucasian-American"""
"Ryan Samuels,""Victor McCay"",""Male"",""Brown"",""Late 30s to early 40s"",""Unknown"",""Lizzie Samuels - Daughter Mika Samuels - Daughter    - Former Wife "",""""""30 Days Without An Accident"""""",""""""Infected"""""",""Judge, Jury, Executioner"",""Bitten by a walker in the nape and the arm Put down by Carol Peletier "",""Dead"",""	    """"30 Days Without An Accident"""" to """"Infected"""""",""Caucasian-American"""
"Sam,""Robin Lord Taylor"",""Male"",""Blond"",""Early to mid 20s"",""Unknown"",""Ana - Former Girlfriend "",""""""Indifference"""""",""""""No Sanctuary"""""",""Killer Within"",""Throat slit by an unnamed butcher."",""Dead"",""	    """"Indifference"""" to """"No Sanctuary"""""",""Caucasian-American"""
"Christopher,""Cameron Deane Stewart"",""Male"",""Brown"",""Early 20s"",""Unknown"","" - Father "",""""""Inmates"""""",""""""Inmates"""""",""Killer Within"",""Devoured by walkers."",""Dead"","""",""Caucasian-American"""
"Ana,""Brina Palencia"",""Female"",""Brown"",""Early to mid 20s"",""Unknown"",""Sam - Former Boyfriend "",""""""Indifference"""""",""""""Indifference"""""",""Killer Within"",""Leg chopped off and body devoured by walkers."",""Dead"","""",""Caucasian-American"""
"Clara,""Kerry Condon"",""Female"",""Dark Brown"",""Early 30s"",""Unknown"",""Eddie - Former Husband "",""""""30 Days Without An Accident"""""",""""""Inmates"""" "",""Knots Untie"",""Stabbed herself in the abdomen. "",""Undead"","""",""Caucasian-Irish"""
"Tara Chambler,""Alanna Masterson"",""Female"",""Dark brown"",""Early to mid 30s"",""Police Academy Student Former Governor's Militia Soldier Former Supply Runner for the Alexandria Safe-Zone Former Member of the Militia Former road patrol between the joint communities  De-Facto Leader of the Hilltop Colony Assisstant Nurse for the Hilltop Colony "",""David Chambler - Father Lilly Chambler - Sister Meghan Chambler - Niece  Sam - Ex-GirlfriendAlisha - Former Girlfriend Denise Cloyd - Former Girlfriend  - Brother-In-Law"",""""""Live Bait"""" "","""",""Last Day on Earth"","""",""Alive"",""	    """"Live Bait"""" to Present"",""Caucasian-American"""
"Lilly Chambler,""Audrey Marie Anderson"",""Female"",""Brown"",""Mid to late 30s"",""Nurse  "",""David Chambler - Father Tara Chambler - Sister Meghan Chambler - Daughter Philip Blake - Ex-Boyfriend   - Husband"",""""""Live Bait"""" "",""""""Too Far Gone"""""",""Last Day on Earth"",""Surrounded and then devoured by walkers. "",""Dead"",""	    """"Live Bait"""" to """"Too Far Gone"""""",""Caucasian-American"""
"Meghan Chambler,""Meyrick Murphy"",""Female"",""Blonde"",""7"",""Elementary school student "",""David Chambler - Grandfather   Lilly Chambler - Mother  Tara Chambler - Aunt"",""""""Live Bait"""" "",""""""Too Far Gone"""""",""Live Bait "",""Bitten by a walker Shot in the head by the Governor "",""Dead"",""	    """"Live Bait"""" to """"Too Far Gone"""""",""Caucasian-American"""
"David Chambler,""Danny Vinson"",""Male"",""Brown-Gray"",""Early to mid 60s"",""Former Army veteran Former truck driver for Gorbelli Foods Company "",""Lilly Chambler - Daughter    Tara Chambler - DaughterMeghan Chambler - Granddaughter "",""""""Live Bait"""" "",""""""Live Bait"""" "",""Live Bait "",""Lung cancer Head smashed in with an oxygen tank by Philip Blake "",""Dead"","""",""Caucasian-American"""
"Howard,"""",""Male"",""Grey"",""Late 70's"",""Unknown"",""Unknown"",""""""Dead Weight"""""",""""""Too Far Gone"""""",""Made to Suffer"","""",""Unknown"",""	    """"Dead Weight"""" to """"Too Far Gone"""""",""African-American"""
"Alisha,""Juliana Harkavy"",""Female"",""Brown"",""Mid to Late 20s"",""Army Reserves    Governor's militia soldier "",""Tara Chambler - Former Girlfriend"",""""""Dead Weight"""""",""""""Inmates"""" "",""Made to Suffer"",""Shot in the head by Lizzie Samuels"",""Dead"",""	    """"Dead Weight"""" to """"Too Far Gone"""""",""Caucasian-American"""
"Mitch Dolgen,""Kirk Acevedo"",""Male"",""Brown"",""Mid 30s to early 40s"",""Ice-cream Truck Driver  Tank operator Supply runner for Martinez's Camp Governor's militia lieutenant "",""Pete Dolgen - Brother "",""""""Dead Weight"""""",""""""Too Far Gone"""""",""Made to Suffer"",""Shot in the heart with an arrow by Daryl Dixon"",""Dead"",""	    """"Dead Weight"""" to """"Too Far Gone"""""",""Caucasian-American"""
"Pete Dolgen,""Enver Gjokaj"",""Male"",""Black"",""Mid 30s"",""Army Soldier Supply runner for Martinez's Camp Temporary de-facto leader of Martinez's Camp "",""Mitch Dolgen - Brother "",""""""Dead Weight"""""",""""""Dead Weight"""""",""Monsters"",""Stabbed and strangled by Philip Blake "",""Undead"","""",""Caucasian-American"""
"Eugene Porter,""Josh McDermitt"",""Male"",""Dark Brown"",""Late 30s to Early 40s"",""Engineer for the Alexandria Safe-Zone Former Chief Engineer for the Sanctuary Former Head of the Bullet Factory Outpost "",""Unknown"",""""""Inmates"""""","""",""Monsters"","""",""Alive"",""	    """"Inmates"""" to Present"",""Caucasian-American"""
"Rosita Espinosa,""Christian Serratos"",""Female"",""Black"",""Late 20s to Early 30s"",""Former Medical Assistant at the Alexandria Safe-Zone Former Member of the Militia Biofuel producer Road patrol between the joint communities "",""Abraham Ford - Ex-Boyfriend Spencer Monroe - Ex-Lover Gabriel Stokes - Boyfriend - Nephew - Brother"",""""""Inmates"""""","""",""Monsters"","""",""Alive"",""	    """"Inmates"""" to Present"",""Hispanic-American"""
"Abraham Ford,""Michael Cudlitz"",""Male"",""Red"",""Late 40s to early 50s"",""U.S. Army Sergeant Construction Foreman for the Alexandria Safe-Zone "",""Ellen Ford - Former Wife A.J. Ford - Son Becca Ford - Daughter Rosita Espinosa - Ex-GirlfriendSasha Williams - Former Girlfriend "",""""""Inmates"""""",""""""What Comes After"""" "",""Monsters"",""Head smashed by Negan using his baseball bat, Lucille."",""Dead"",""	    """"Inmates"""" to """"The Day Will Come When You Won't Be"""""",""Caucasian-American"""
"Ellen Ford,""Andrea Moore"",""Female"",""Dark brown"",""Early to mid 30s"",""Unknown"",""Abraham Ford - Former Husband A.J. Ford - Son Becca Ford - Daughter "",""""""Self Help"""" "",""""""Self Help"""" "",""Monsters"",""Devoured by walkers"",""Dead"","""",""Caucasian-American"""
"A.J. Ford,""Drake Ethan Light"",""Male"",""Red"",""10"",""Assumed elementary school student "",""Abraham Ford - Father  Ellen Ford - Mother  Becca Ford - Sister "",""""""Self Help"""" "",""""""Self Help"""" "",""Monsters"",""Devoured by walkers"",""Dead"","""",""Caucasian-American"""
"Becca Ford,""Unknown"",""Female"",""Auburn"",""Possibly 5-10"",""Elementary school student "",""Abraham Ford - Father Ellen Ford - Mother  A.J. Ford - Brother "",""""""Self Help"""" "",""""""Self Help"""" "",""Monsters"",""Devoured by walkers"",""Dead"","""",""Caucasian-American"""
"Dan,""Keith Brooks"",""Male"",""Brown"",""Mid 40s"",""Unknown"",""Unknown"",""""""Alone"""""",""""""A"""""",""Monsters"",""Disemboweled and then repeatedly stabbed to death by Rick Grimes."",""Dead"",""	    """"Alone"""" to """"A"""""",""Caucasian-American"""
"Billy,""Eric Mendenhall"",""Male"",""Brown"",""Early 30s"",""Unknown"",""Unknown"",""""""Alone"""""",""""""A"""""",""Monsters"",""Stomped repeatedly in the head by Daryl Dixon."",""Dead"",""	    """"Alone"""" to """"A"""""",""Caucasian-American"""
"Harley,""JD Evermore"",""Male"",""Grey"",""Mid 40s"",""Unknown"",""Unknown"",""""""Claimed"""" """"Alone"""""",""""""A"""""",""Nebraska"",""Shot in the head by Michonne."",""Dead"",""	    """"Claimed"""" to """"A"""""",""Caucasian-American"""
"Joe,""Jeff Kober"",""Male"",""Gray"",""Mid 50s"",""Mechanic  Leader of the Claimers  "",""Unknown"",""""""Claimed"""" """"Made to Suffer"""" "",""""""A"""""",""Nebraska"",""Neck bitten and jugular ripped out by Rick Grimes."",""Dead"",""	    """"Claimed"""" to """"A"""""",""Caucasian-American"""
"Len,""Marcus Hester"",""Male"",""Brown"",""Mid 30s"",""Unknown"",""Unknown"",""""""Claimed"""""",""""""Us"""""",""New Best Friends "",""Beaten to death by the Claimers  Shot through the head with an arrow "",""Dead"",""	    """"Claimed"""" to """"Us"""""",""Caucasian-American"""
"Lou,""Scott Dale"",""Male"",""Gray"",""Mid to late 40s"",""Unknown"",""Unknown"",""""""Claimed"""""",""""""Claimed"""""",""No Sanctuary"",""Strangled by Rick Grimes  Put down by the Claimers "",""Dead"","""",""Caucasian"""
"Martin,""Chris Coy"",""Male"",""Black"",""Late 20s"",""Unknown"",""Unknown"",""""""No Sanctuary"""""",""""""What Happened and What's Going On"""" "",""No Sanctuary"",""Stabbed to death by Sasha Williams."",""Dead"",""	    """"No Sanctuary"""" to """"Four Walls and a Roof"""""",""Caucasian-American"""
"Theresa,""April Billingsley"",""Female"",""Black"",""Early 30s"",""Unknown"",""Unknown"",""""""Strangers"""""",""""""Forget"""" "",""No Way Out"",""Head bashed in by Michonne"",""Dead"",""	    """"Strangers"""" to """"Four Walls and a Roof"""""",""Caucasian-American"""
"Albert,""Benjamin Papac"",""Male"",""Dark Brown"",""Early 20s"",""Former security at Terminus "",""Unknown"",""""""Strangers"""""",""""""Four Walls and a Roof"""""",""No Way Out"",""Shot in the head by Rick Grimes"",""Dead"",""	    """"Strangers"""" to """"Four Walls and a Roof"""""",""Caucasian-American"""
"Gareth,""Andrew J. West"",""Male"",""Brown"",""Mid to late 20s"",""Leader of Terminus "",""Mary - Mother Alex - Brother "",""""""A"""""",""""""What Happened and What's Going On"""" "",""No Way Out"",""Hacked to death by Rick Grimes"",""Dead"",""	    """"A"""" to """"Four Walls and a Roof"""""",""Caucasian-American"""
"Mary,""Denise Crosby"",""Female"",""Auburn"",""Mid to late 50s"",""Unknown"",""Gareth - Son Alex - Son "",""""""Us"""""",""""""No Sanctuary"""""",""No Way Out"",""Shot in the leg by Carol and then devoured by oncoming walkers."",""Dead"",""	    """"Us"""" to """"No Sanctuary"""""",""Caucasian-American"""
"Alex,""Tate Ellington"",""Male"",""Black"",""Mid to late 20s"",""Unknown"",""Gareth - Brother Mary - Mother "",""""""A"""""",""""""No Sanctuary"""" "",""Not Tomorrow Yet"",""Accidentally shot in the head by a Terminus resident"",""Dead"","""",""Caucasian-American"""
"Gabriel Stokes,""Seth Gilliam"",""Male"",""Black "",""Early to Mid 50s"",""Priest  Former Lookout for the Alexandria Safe-Zone Member of the Militia Councilmember for the Alexandria Safe-Zone "",""Anne - Ex-LoverRosita Espinosa - Girlfriend"",""""""Strangers"""""","""",""Now "","""",""Alive"",""	    """"Strangers"""" to Present"",""African-American"""
"Steven Edwards,""Erik Jensen"",""Male"",""Light brown"",""Late 30s"",""Internal Medicine Doctor "",""Unknown"",""""""Slabtown"""""",""""""Coda"""""",""Pretty Much Dead Already "","""",""Unknown"",""	    """"Slabtown"""" to """"Coda"""""",""Caucasian-American"""
"Tanaka,""Jarod Thompson"",""Male"",""Black"",""Early 30s"",""Police officer "",""Unknown"",""""""Slabtown"""""",""""""Coda"""""",""Pretty Much Dead Already "","""",""Unknown"",""	    """"Slabtown"""" to """"Coda"""""",""Japanese-American"""
"Alvarado,""Sammy Hadid"",""Male"",""Black"",""Early to mid 30s"",""Police officer "",""Unknown"",""""""Slabtown"""""",""""""Coda"""""",""Pretty Much Dead Already "","""",""Unknown"",""	    """"Slabtown"""" to """"Coda"""""",""Hispanic-American"""
"Amanda Shepherd,""Teri Wyble"",""Female"",""Brown"",""Late 20s to early 30s"",""Police officer Leader of Grady Memorial Hospital "",""Unknown"",""""""Slabtown"""""",""""""Coda"""""",""Pretty Much Dead Already "","""",""Unknown"",""	    """"Slabtown"""" to """"Coda"""""",""Caucasian-American"""
"Bello,""Amber Dawn Fox"",""Female"",""Brown"",""Late 20s to early 30s"",""Police officer "",""Unknown"",""""""Slabtown"""""",""""""Coda"""""",""Save the Last One"","""",""Unknown"",""	    """"Slabtown"""" to """"Coda"""""",""Caucasian-American"""
"Licari,""Christopher Matthew Cook"",""Male"",""Brown"",""Mid 30s"",""Police officer "",""Unknown"",""""""Crossed"""""",""""""Coda"""""",""Self Help "","""",""Unknown"",""	    """"Crossed"""" to """"Coda"""""",""Caucasian-American"""
"Percy,""Marc Gowan"",""Male"",""Gray"",""60s to 70s"",""Unknown"",""Unknown"",""""""Crossed"""""",""""""Coda"""""",""Self Help "","""",""Unknown"",""	    """"Crossed"""" to """"Coda"""""",""Caucasian-American"""
"McGinley,""Kyle Clements"",""Male"",""Brown"",""Late 20s to early 30s"",""Police officer "",""Unknown"",""""""Coda"""""",""""""Coda"""""",""Self Help "","""",""Unknown"",""	    """"Coda"""""",""Caucasian-American"""
"Franco,""Rico Ball"",""Male"",""Brown"",""Late 20s to early 30s"",""Police officer "",""Unknown"",""""""Coda"""""",""""""Coda"""""",""Sick"","""",""Unknown"",""	    """"Coda"""""",""African-American"""
"Dawn Lerner,""Christine Woods"",""Female"",""Dark Brown"",""Mid 30s"",""Lieutenant of Atlanta Police Department Former Leader of Grady Memorial Hospital "",""Unknown"",""""""Slabtown"""""",""""""Coda"""""",""Sick"",""Shot in the head by Daryl Dixon."",""Dead"",""	    """"Slabtown"""" to """"Coda"""""",""Caucasian-American"""
"O'Donnell,""Ricky Wayne"",""Male"",""Brown"",""Early to mid 40s"",""Police officer - Sergeant "","" - Wife - Child"",""""""Slabtown"""""",""""""Coda"""""",""Sing Me a Song"",""Pushed down an elevator shaft by Beth Greene"",""Dead"",""	    """"Slabtown"""" to """"Coda"""""",""Irish-American"""
"Bob Lamson,""Maximiliano Hernandez"",""Male"",""Bald"",""Late 30s"",""Police officer - Sergeant Guard at Grady Memorial Hospital "","" - Son"",""""""Crossed"""""",""""""Coda"""""",""Sing Me a Song"",""Hit by car then shot in the head by Rick Grimes"",""Dead"",""	    """"Crossed"""" to """"Coda"""""",""Hispanic-American"""
"Jeffries,""Unknown"",""Male"",""Black"",""Early to mid 30s"",""Police officer "",""Unknown"",""""""Slabtown"""""",""""""Slabtown"""""",""Slabtown"",""Attacked by a zombified Joan Put down by Dawn Lerner "",""Dead"","""",""African-American"""
"Gorman,""Cullen Moss"",""Male"",""Brown"",""Late 30s"",""Police officer "",""Unknown"",""""""Slabtown"""""",""""""Slabtown"""""",""Slabtown"",""Knocked out by Beth Greene and then devoured by a zombified Joan Put down by Dawn Lerner "",""Dead"","""",""Caucasian-American"""
"Joan,""Keisha Castle-Hughes"",""Female"",""Brown"",""Mid to late 20s"",""Unknown"",""Unknown"",""""""Slabtown"""""",""""""Slabtown"""""",""Slabtown"",""Cut open her own stitching to bleed herself out Put down by Dawn Lerner "",""Dead"","""",""Caucasian-American"""
"Gavin Trevitt,""Timothy Scott"",""Male"",""Brown"",""Late 30s"",""Oncologist "",""Unknown"",""""""Slabtown"""""",""""""Slabtown"""""",""Slabtown"",""Injection of clozapine given by Beth Greene. Stabbed in the head by Dawn Lerner. "",""Dead"","""",""Caucasian-American"""
"Hanson,""Luke Bryant"",""Male"",""Brown"",""Late 20s to mid 30s"",""Police officer - Captain Former Leader of Grady Memorial Hospital "",""Unknown"",""""""Slabtown"""" "",""""""Coda"""" "",""Slabtown"",""Killed by Dawn Lerner"",""Dead"","""",""Caucasian-American"""
"Aaron,""Ross Marquand"",""Male"",""Brown"",""Mid to late 30s"",""Former Politician NGO Worker Former Recruiter for the Alexandria Safe-Zone Member of the Militia Councilmember for the Alexandria Safe-Zone "",""Eric Raleigh - Former Boyfriend Gracie - Adopted Daughter - Mother "",""""""Them"""""","""",""Some Guy"","""",""Alive"",""	    """"Them"""" to Present"",""Caucasian-American"""
"Enid,""Katelyn Nacon"",""Female"",""Brown"",""Early 20s"",""Middle School Student Member of the Militia Doctor for the Hilltop Colony "","" - Mother  - Father Ron Anderson - Ex-Boyfriend Carl Grimes - Former Boyfriend Alden - Boyfriend"",""""""Remember"""""","""",""Some Guy"","""",""Alive"",""	    """"Remember"""" to Present"",""Caucasian-American"""
"Barbara,""Mandi Christine Kerr"",""Female"",""Auburn"",""Mid to Late 30s"",""Babysitter Gardener for the Alexandria Safe-Zone "","" - Son   - Daughter[1] "",""""""Forget"""""","""",""Some Guy"","""",""Alive"",""	    """"Forget"""" to Present"",""Caucasian-American"""
